date_order,User_ID,product,kol,price
2024-02-25,339014605,boots,44,17193
2024-01-23,1178517685,buter,3,99148
2024-06-23,1246135434,boots,48,18237
2024-04-20,1677326596,bread,24,78814
2024-07-04,1195668938,boots,17,20654
2024-05-29,1241821799,bal,20,93824
2024-04-04,351977179,boots,45,24602
2024-03-03,1164157578,beer,34,77461
2024-05-10,1707076480,boots,10,59436
2024-01-25,1449272349,bread,39,72167
2024-02-05,1557344648,bal,50,44180
2024-06-24,1989268790,beer,8,3567
2024-01-17,1771311485,boots,15,68490
2024-06-16,370135799,bal,23,27180
2024-01-29,1136022254,beer,44,71797
2024-07-08,505279540,bal,8,34609
2024-07-04,277618325,beer,24,58063
2024-04-24,1420224878,boots,29,82412
2024-07-24,1070612821,bal,44,81410
2024-07-25,583921030,bal,25,20861
2024-02-04,1026536246,bal,39,72236
2024-07-25,74978834,bread,5,60886
2024-01-24,587201065,bread,4,25535
2024-04-20,764180149,beer,41,98974
2024-06-20,1282660663,bread,45,58365
2024-07-02,1455238681,bal,43,23324
2024-04-03,412043838,bal,42,97809
2024-06-16,349375890,beer,11,559
2024-07-05,63535674,buter,26,23679
2024-07-04,619008248,bal,32,87063
2024-02-04,1316995772,buter,23,20617
2024-04-06,1210179087,beer,3,98638
2024-05-26,1455699338,buter,46,50907
2024-01-16,965985906,beer,40,33447
2024-03-03,1517246016,buter,10,65038
2024-05-22,1062971400,boots,11,89597
2024-06-08,839760863,buter,44,88419
2024-03-20,1960368736,bal,8,54371
2024-07-25,146400009,buter,29,17331
2024-02-03,663777742,bal,30,2687
2024-04-07,1412949479,boots,24,21569
2024-05-25,603278299,bal,21,31771
2024-05-01,568997152,buter,29,75471
2024-01-10,202200790,beer,12,38854
2024-04-04,637430254,bal,19,16402
2024-04-01,430295884,beer,3,89056
2024-05-21,487613903,bread,3,7223
2024-02-04,1783227334,buter,36,31715
2024-01-30,67246055,buter,42,57956
2024-02-20,349115646,boots,49,90943
2024-04-16,1751177290,bal,12,62510
2024-04-18,1038423247,bread,6,5980
2024-03-20,889563175,buter,17,5380
2024-06-22,407148998,boots,3,12242
2024-06-20,732133963,buter,2,7674
2024-04-26,1022147098,bread,44,57877
2024-04-18,1324796668,bal,49,73385
2024-06-03,597361975,boots,50,56560
2024-06-03,974741080,bal,33,31712
2024-03-21,191984914,bal,12,24403
2024-07-12,1702231040,beer,10,7090
2024-04-14,1803564561,buter,49,41365
2024-02-21,607604257,bread,15,79658
2024-05-05,189295457,bread,34,86715
2024-07-10,1808403309,boots,47,40536
2024-04-22,1598451422,bread,31,59401
2024-03-30,1983300196,boots,21,14249
2024-03-26,547998459,bread,35,94338
2024-01-18,1849856992,buter,23,17829
2024-04-13,1072983105,beer,11,97698
2024-04-17,459124053,beer,19,87765
2024-03-28,868902748,beer,8,47173
2024-05-20,1156137015,bread,48,84457
2024-05-29,315663531,beer,30,28928
2024-05-01,1872779890,bread,20,47173
2024-05-17,1510807797,bread,42,73466
2024-05-09,458251515,bal,12,36021
2024-05-27,1758840672,buter,48,21738
2024-02-06,1843126916,beer,34,56932
2024-02-12,653881501,buter,14,21276
2024-01-16,1872458202,boots,31,30212
2024-05-04,1792549303,bread,39,15310
2024-03-24,94644516,beer,7,94383
2024-06-04,1413151224,boots,10,50188
2024-01-11,458101321,boots,29,53279
2024-01-07,677722502,bread,38,19512
2024-04-01,16283574,buter,8,8847
2024-01-15,1675814691,boots,40,32115
2024-03-12,397558989,bread,35,83992
2024-07-02,812145723,buter,17,91442
2024-01-28,1972271327,bread,39,99209
2024-03-19,1288728209,bread,11,79356
2024-06-24,1269896086,boots,2,88159
2024-03-17,1538230273,bal,23,43213
2024-03-22,133546371,boots,46,26231
2024-05-25,664881814,buter,19,81363
2024-01-30,1682800955,boots,36,65080
2024-02-12,232886991,beer,4,11933
2024-03-20,412417301,bread,36,10358
2024-02-19,34676938,boots,48,76128
2024-07-12,1222452065,boots,4,38166
2024-02-06,178564609,bread,35,16300
2024-03-31,826708116,bal,40,33941
2024-06-02,865921488,buter,20,25177
2024-01-21,728449624,buter,33,66399
2024-02-25,243964204,bread,9,65381
2024-02-02,1131752085,bread,28,58318
2024-06-17,624725776,bread,28,54750
2024-07-19,308623556,boots,43,62189
2024-06-09,552039840,beer,37,82324
2024-03-22,655268202,buter,13,24384
2024-01-07,1049960598,bread,29,13202
2024-04-10,1853487179,boots,13,50932
2024-01-04,1584471882,bread,47,37356
2024-07-17,1465026361,beer,39,52485
2024-01-19,849981762,bal,22,80984
2024-04-28,1124987190,buter,12,25669
2024-02-28,1886696143,boots,8,73502
2024-05-08,1636263912,boots,44,5947
2024-05-30,725925648,boots,1,87298
2024-03-10,1867608821,beer,14,95112
2024-04-12,1676425367,bread,16,51792
2024-02-27,951128231,beer,8,56582
2024-03-31,1027991694,beer,36,33375
2024-01-23,13327914,buter,45,24043
2024-04-18,1878113894,bread,24,21880
2024-03-21,1209562708,beer,39,55063
2024-04-14,1624853157,buter,20,72840
2024-04-03,1453656286,beer,47,29647
2024-05-27,720984915,beer,6,49849
2024-05-14,1362191965,beer,50,91418
2024-02-07,1052869644,bread,7,54631
2024-05-31,39644875,buter,2,46563
2024-01-10,745230532,beer,6,24392
2024-02-16,1456094446,boots,11,64394
2024-01-30,1675267170,buter,30,94941
2024-03-05,624796580,boots,12,29828
2024-03-16,1053700674,bread,31,7021
2024-03-17,1119784813,bal,3,6220
2024-04-12,351634368,buter,36,37154
2024-05-21,358441094,buter,23,68597
2024-03-09,321020723,buter,35,18322
2024-07-16,96175260,buter,6,97737
2024-05-19,515219276,buter,30,37705
2024-06-18,1805600611,bal,24,57906
2024-07-18,942604465,beer,15,39780
2024-04-22,46617049,boots,28,33154
2024-04-26,216160078,bread,43,57202
2024-06-17,464986225,bread,2,22088
2024-04-26,1478162415,bal,39,48838
2024-05-06,1832960665,buter,50,96530
2024-07-19,1375128646,bal,43,24107
2024-02-15,600276927,buter,6,29585
2024-04-26,166602747,bread,3,74237
2024-04-23,382297073,beer,25,79802
2024-05-19,60757154,boots,14,42391
2024-05-15,1365784704,boots,45,74342
2024-06-08,1899414790,beer,37,4494
2024-05-27,341418212,boots,28,85772
2024-04-05,471938282,bal,20,82587
2024-06-06,947458861,boots,4,96855
2024-03-25,1265888659,beer,20,94662
2024-03-29,12373608,bread,22,80449
2024-05-22,1401518269,boots,22,98454
2024-03-29,1262736883,buter,45,9878
2024-04-06,290041270,bread,26,41313
2024-07-13,1480720193,bread,43,42000
2024-02-07,1914185321,beer,4,64794
2024-05-25,827828692,boots,23,2075
2024-02-17,1779052484,boots,47,45989
2024-05-08,1624165836,boots,34,47032
2024-04-28,1756624791,bread,19,8692
2024-01-23,1484402219,bread,31,85718
2024-04-02,220829099,bread,8,88304
2024-05-02,628459679,bread,26,65199
2024-05-08,616575306,bal,48,50897
2024-07-09,1013105338,buter,26,9544
2024-05-25,172448176,boots,4,65118
2024-02-07,127130524,buter,33,73521
2024-03-08,903510530,boots,15,49722
2024-02-21,40898066,boots,49,68361
2024-05-23,1982511297,bal,18,72431
2024-06-27,1619738358,beer,50,21513
2024-01-29,1495957872,buter,2,56358
2024-02-14,657713578,boots,49,64888
2024-03-29,1486550919,bread,16,65138
2024-06-18,1017337914,buter,7,69217
2024-03-16,1712441610,bal,41,92148
2024-01-06,1887014016,buter,34,45268
2024-02-01,1672397918,bread,29,9327
2024-01-08,515618774,beer,46,50895
2024-05-23,1946293541,buter,40,72543
2024-02-09,1069787587,bread,43,10135
2024-07-04,551847972,beer,24,87521
2024-07-03,616420902,bal,22,67957
2024-01-27,388122524,boots,37,11207
2024-04-05,1008906739,bal,25,49550
2024-02-11,1156026009,bal,49,28547
2024-05-17,893422802,buter,35,52530
2024-03-15,468960794,bal,21,66205
2024-05-13,88114658,bal,8,6487
2024-06-05,616626435,bread,16,37698
2024-04-17,1661637682,bal,15,89679
2024-06-08,909497107,beer,49,67803
2024-04-02,1752587991,boots,9,16973
2024-07-09,536224657,bal,11,71975
2024-06-23,1359487848,buter,14,14011
2024-02-15,578635386,buter,29,38967
2024-03-03,1279656958,boots,12,62881
2024-02-29,1608418563,buter,21,37333
2024-05-16,270669495,buter,37,27655
2024-02-16,286363143,boots,25,79966
2024-01-16,831169249,beer,10,52235
2024-01-19,777271061,beer,31,76082
2024-03-13,571377183,buter,25,65864
2024-06-25,1911534516,bread,23,91296
2024-01-31,825566824,beer,36,87181
2024-06-25,716665322,buter,45,62686
2024-01-08,1978413765,beer,14,39135
2024-01-16,1402725136,bread,26,41383
2024-01-18,550199996,buter,22,86830
2024-07-23,212200446,boots,50,68287
2024-05-13,966740148,beer,16,82740
2024-05-29,698033977,bread,48,76872
2024-04-26,421184401,boots,15,5482
2024-03-04,257477709,buter,4,98072
2024-06-11,241261384,bread,4,61680
2024-03-04,80161410,bread,44,4342
2024-02-21,854420197,bal,23,18681
2024-06-05,874727593,beer,46,69571
2024-04-05,1980226896,beer,47,56923
2024-03-09,303148091,buter,42,79752
2024-05-31,1794024003,bal,27,1592
2024-01-05,963967941,beer,18,55221
2024-01-23,1827218039,buter,21,20892
2024-04-24,1158635432,boots,12,11505
2024-01-06,1989797667,bread,37,88440
2024-01-08,1514872043,buter,17,25782
2024-01-28,476559682,beer,38,67032
2024-06-03,1463386002,boots,10,35775
2024-05-19,555821185,boots,30,31292
2024-07-06,350869290,bal,27,91272
2024-05-29,1652693600,beer,31,57555
2024-02-23,863979179,boots,6,37446
2024-04-11,1259162259,beer,5,13878
2024-05-06,1349525646,bread,36,98850
2024-02-21,1752214269,bread,5,38831
2024-02-21,1351938766,buter,1,83429
2024-05-21,774626913,bread,31,4299
2024-01-02,998759489,bal,48,45327
2024-04-23,1603045446,boots,24,10490
2024-03-05,969040535,buter,4,56874
2024-07-24,332878519,buter,18,54613
2024-04-02,1413724512,beer,44,74625
2024-03-17,31271250,bread,7,58239
2024-02-08,1626783656,buter,16,51021
2024-05-08,1457177235,boots,29,49743
2024-03-19,327011849,bal,38,8917
2024-02-29,631343363,beer,49,82846
2024-07-08,642837551,bal,44,82828
2024-05-30,1792582558,beer,22,31462
2024-06-11,1788495526,beer,8,77573
2024-07-13,1626181875,beer,33,1468
2024-07-17,902747692,beer,45,53275
2024-03-26,1289717903,beer,1,77860
2024-02-03,1551520397,boots,7,49544
2024-02-14,1676209998,buter,7,38283
2024-05-22,484529199,beer,18,19719
2024-07-07,454296283,bread,48,46331
2024-07-27,1086859808,bread,10,32280
2024-02-26,1074371146,bal,49,49669
2024-03-30,1743628846,bread,8,97731
2024-06-08,93051427,bread,21,55796
2024-02-13,1898989436,buter,2,46036
2024-02-26,1855972021,bal,30,41754
2024-03-04,584933720,bal,37,37112
2024-01-29,852698273,boots,50,75673
2024-07-05,892847426,beer,29,43499
2024-06-21,161846426,beer,39,36331
2024-06-03,462788450,boots,31,5637
2024-05-23,475303309,beer,4,36063
2024-01-10,211530020,bread,35,68048
2024-04-09,1883633631,boots,34,34213
2024-04-15,1613915907,boots,24,77406
2024-04-26,728527385,bal,25,20401
2024-03-22,14571861,buter,5,48106
2024-07-09,240674462,beer,4,56796
2024-07-13,190071378,beer,16,7161
2024-06-25,1439394204,bread,19,33940
2024-01-23,510410997,bal,9,49170
2024-01-26,195934367,buter,43,51416
2024-07-09,394143166,beer,28,86925
2024-04-12,535682987,bal,6,33531
2024-02-11,1131991906,bread,34,57538
2024-03-08,1890143355,bal,32,50782
2024-03-25,367610410,bal,39,38054
2024-01-09,1060053210,bread,36,31690
2024-05-04,1801468762,beer,21,59635
2024-07-01,1474459478,beer,48,65603
2024-03-18,1520015188,beer,32,58902
2024-02-03,83763130,bread,26,93008
2024-07-21,612202724,bal,49,69824
2024-01-05,1838008360,bread,50,4642
2024-02-22,603444212,buter,10,81515
2024-02-19,1835469307,buter,49,11924
2024-05-02,962380891,bread,3,66933
2024-01-04,357972028,buter,17,52509
2024-04-23,936631825,buter,34,60118
2024-02-18,1978715391,boots,36,32945
2024-01-25,882892958,buter,39,26880
2024-07-25,256334395,buter,21,92793
2024-02-12,1846558523,bread,12,80955
2024-01-10,699044786,bread,14,6096
2024-06-13,1923010285,bread,34,92263
2024-05-04,1589012572,bal,33,11311
2024-05-20,1517804781,buter,48,17904
2024-03-10,350808867,bal,11,44502
2024-01-01,40094842,buter,20,24549
2024-02-19,813540309,bread,11,8162
2024-02-27,1039425400,bal,20,73678
2024-01-30,122711321,buter,33,63990
2024-06-02,1471522240,bal,46,16778
2024-03-27,1809156338,bread,11,93341
2024-05-29,58104854,boots,39,92223
2024-06-07,964522156,boots,10,72396
2024-04-03,1988223176,buter,43,46273
2024-06-03,1265713478,bal,33,21291
2024-04-04,242520247,beer,3,9685
2024-01-08,248147428,bal,17,17094
2024-04-23,1962014608,boots,16,93255
2024-04-15,542772939,boots,49,32630
2024-07-20,1436333876,buter,27,96901
2024-01-13,120109189,bal,7,12417
2024-05-17,1860392061,buter,39,10524
2024-05-24,1567085838,bread,47,23756
2024-07-04,750729038,buter,29,8325
2024-02-02,1066668746,buter,34,11579
2024-02-19,1105176287,boots,13,71720
2024-05-20,20763889,bal,48,22032
2024-04-17,1652254768,bal,47,52194
2024-06-09,1095469634,bal,45,6847
2024-03-02,687496072,buter,43,46931
2024-03-29,1971515257,boots,14,57854
2024-07-06,1004282817,buter,26,45340
2024-04-02,1014904675,boots,27,72746
2024-03-18,310048684,bal,3,78443
2024-05-10,994500601,bal,32,81667
2024-02-09,1108549879,bread,18,538
2024-05-29,301502711,bal,44,43898
2024-03-04,1046145135,boots,8,54507
2024-06-16,28001202,beer,34,64850
2024-02-04,621380465,bread,36,27526
2024-04-28,267154592,buter,35,13478
2024-07-14,1297263074,beer,31,86850
2024-06-25,1185015207,buter,47,37249
2024-04-27,1531119465,buter,44,20165
2024-05-02,1304576985,buter,20,79074
2024-05-07,1752766587,beer,24,40524
2024-05-12,1789669495,buter,30,9239
2024-04-16,953521057,buter,34,88215
2024-05-09,759172329,buter,12,43228
2024-04-26,1663405605,bal,32,16776
2024-06-21,423189686,boots,23,70096
2024-02-20,1527227508,bread,23,53753
2024-04-03,1419301503,buter,48,92354
2024-06-30,1825086820,bal,34,52198
2024-03-06,1981039537,buter,22,42998
2024-07-13,1216110639,bal,40,49089
2024-06-16,1580186900,beer,41,58737
2024-03-20,271764385,boots,9,35538
2024-05-21,1191559269,beer,26,94650
2024-04-01,1179193709,beer,20,53371
2024-03-27,1488246852,bread,47,43407
2024-03-23,1742968293,boots,8,49056
2024-01-27,25451466,buter,16,9728
2024-01-25,314310782,bal,10,91744
2024-02-14,647727973,buter,6,93699
2024-07-17,1960755801,boots,32,68591
2024-05-05,1218003935,buter,4,55169
2024-05-22,572850389,boots,2,76944
2024-04-09,1089446252,bal,9,46339
2024-04-10,681347796,buter,20,20005
2024-04-26,556390920,buter,5,78983
2024-03-25,455318144,buter,34,67580
2024-07-15,731975494,buter,16,258
2024-06-19,48171943,buter,36,1752
2024-03-11,1189469496,bread,49,3712
2024-06-16,1472861423,bread,32,95229
2024-03-27,655100856,boots,43,55777
2024-06-04,873915816,bread,47,91661
2024-06-12,941515029,buter,44,80490
2024-06-20,823337232,buter,17,27730
2024-05-27,1234323076,bal,39,52641
2024-07-10,1887180943,bread,15,48716
2024-05-12,422648935,beer,40,52879
2024-06-14,411183924,beer,33,74788
2024-07-15,605237572,bread,20,52831
2024-07-14,506461517,buter,24,11050
2024-06-10,1821296626,buter,15,39755
2024-06-29,139763768,bread,49,53740
2024-01-14,1081256113,bal,1,63297
2024-05-08,1496333572,bal,47,2656
2024-03-02,214033462,boots,35,25166
2024-06-23,1847657459,bal,32,709
2024-06-18,1674738728,beer,43,64885
2024-07-18,914652931,buter,25,79001
2024-06-05,1896807947,bal,10,30440
2024-03-07,22760734,boots,2,62877
2024-01-16,1854695734,beer,41,13720
2024-05-29,655193971,bal,23,8401
2024-05-08,373544286,bread,49,97763
2024-07-13,300160171,boots,7,12874
2024-02-15,1319895710,boots,35,3513
2024-05-29,1083910331,beer,34,44121
2024-03-01,1497390358,bal,44,11759
2024-02-10,826777391,buter,10,5233
2024-06-08,238659004,bread,28,42280
2024-07-20,1061591800,bread,40,53288
2024-04-13,1172147781,beer,38,71489
2024-01-19,1799487387,buter,11,66721
2024-03-25,23496856,beer,34,53730
2024-05-02,540935492,beer,25,68008
2024-06-23,1015425124,buter,5,4255
2024-07-19,1777428061,bal,49,12643
2024-07-11,232847385,bread,11,83293
2024-01-21,1513297867,bal,38,91226
2024-01-08,889038000,bread,5,15986
2024-02-01,1376605843,buter,1,9681
2024-07-12,1368697246,buter,5,19356
2024-05-05,829772839,beer,31,83912
2024-05-21,614311243,boots,49,85064
2024-05-09,1628687508,buter,11,60740
2024-07-02,1491308816,bread,39,85027
2024-01-10,418826076,bal,38,59762
2024-05-08,1679341455,buter,2,3103
2024-05-04,643077518,buter,43,88826
2024-06-28,697540244,buter,6,98580
2024-07-19,1917993881,bal,11,79122
2024-04-21,1585413315,bal,12,3885
2024-01-01,1978227975,bal,9,93184
2024-02-09,748094289,boots,36,55297
2024-06-04,103848737,boots,11,3097
2024-05-02,1747979518,buter,2,53571
2024-07-19,1629818233,bread,1,35629
2024-07-14,558245542,buter,13,7180
2024-04-24,392352205,boots,50,31051
2024-02-22,1925318743,beer,13,49037
2024-01-30,1934982553,boots,6,31003
2024-01-06,1228125791,bal,11,15648
2024-06-24,393232224,buter,9,70840
2024-02-05,1447177682,beer,35,97389
2024-05-01,1970474862,bread,20,86781
2024-07-02,1047739348,bread,43,79920
2024-03-08,215034032,bal,1,79958
2024-02-24,498357545,buter,40,74202
2024-03-05,844017768,boots,10,13773
2024-06-29,1841743958,buter,17,76558
2024-04-25,128595765,buter,8,19774
2024-01-01,965054487,boots,28,45192
2024-04-14,1675781523,beer,4,18896
2024-06-28,1941999825,buter,36,25503
2024-01-04,1946776501,buter,1,70909
2024-03-02,56862442,bal,33,48948
2024-03-02,507291780,boots,21,65739
2024-03-10,972225389,bread,5,3249
2024-03-07,244420460,bread,39,16301
2024-01-14,1986176835,bread,9,71495
2024-06-06,584607221,beer,13,34899
2024-01-15,244475837,bread,46,24695
2024-03-24,1671330602,bread,19,47478
2024-02-03,383303783,beer,16,72536
2024-01-31,1798968422,bal,27,18237
2024-07-25,1332474687,buter,22,84886
2024-05-07,1364324299,bread,4,30419
2024-03-20,1975847420,bread,7,36514
2024-06-07,1440507321,beer,19,86933
2024-04-01,1329705353,buter,41,59091
2024-04-28,1474149286,boots,36,92077
2024-07-14,355848772,beer,47,97747
2024-04-24,899939565,beer,29,43264
2024-07-05,203153222,bal,5,87545
2024-05-15,265541253,beer,46,97294
2024-05-04,271325687,bread,30,95159
2024-05-26,1653557822,boots,39,39692
2024-02-19,1696822869,boots,31,95418
2024-01-10,1795120724,bread,16,79300
2024-04-23,255266660,boots,15,12738
2024-04-12,1991226221,bread,12,97913
2024-07-25,776001571,boots,14,64251
2024-03-27,1927445714,buter,42,77439
2024-04-26,535106229,beer,2,60948
2024-05-07,1154019972,buter,6,67555
2024-01-18,544815318,bread,47,57121
2024-04-04,1874537155,beer,40,4318
2024-02-01,1860097459,bal,28,18943
2024-06-08,196901770,buter,48,67067
2024-04-15,1326557915,beer,43,23163
2024-06-09,583427760,beer,9,8128
2024-06-20,1659535400,bread,38,89562
2024-06-07,1201232417,boots,3,34884
2024-03-13,1616916523,beer,10,39596
2024-07-22,1309682528,buter,7,54193
2024-07-08,1121699133,bread,19,40429
2024-07-26,1917635000,bal,38,20307
2024-06-04,1164002581,bal,17,48590
2024-05-28,1463160379,bal,12,57142
2024-04-08,1329060621,bal,42,32388
2024-02-28,1687189215,boots,41,75619
2024-07-27,95545616,bal,15,55481
2024-07-10,1036899650,beer,22,81783
2024-03-19,851049954,boots,5,44471
2024-01-16,722083403,buter,5,39411
2024-02-07,895154275,bal,47,78990
2024-03-26,1851278115,bread,22,56514
2024-06-05,641221114,bread,7,2526
2024-06-01,1176025623,bal,14,49033
2024-02-27,721412485,bread,20,93690
2024-06-18,1912553046,bread,8,75928
2024-02-14,1421002276,buter,40,83932
2024-07-19,1835094636,buter,31,18700
2024-01-24,363131169,buter,47,71040
2024-06-29,959196488,bal,16,42525
2024-01-05,1649308049,bal,37,21025
2024-02-27,1593695626,buter,9,60337
2024-01-16,1475380760,boots,42,20188
2024-02-10,1291840652,bal,12,46115
2024-07-10,1621156543,beer,19,96421
2024-04-17,1338475677,boots,44,96314
2024-05-12,734112516,beer,46,47518
2024-05-19,1879866134,buter,39,5156
2024-05-21,273628530,bal,40,41314
2024-03-18,92739071,bread,44,68315
2024-06-07,603618391,bal,45,14121
2024-01-28,1955573614,bal,27,26002
2024-04-18,1233336405,bal,46,82720
2024-05-20,141789113,boots,24,12739
2024-01-10,333603884,bread,23,16615
2024-01-26,586298010,boots,25,52521
2024-02-24,775042552,buter,17,70078
2024-02-19,283295363,beer,30,54221
2024-02-23,770817801,bal,12,76495
2024-01-10,429751101,buter,42,74368
2024-01-04,1379558539,bal,50,46996
2024-02-27,1084980705,bal,29,67412
2024-04-06,740030317,beer,44,29820
2024-07-17,656550840,beer,31,88345
2024-04-29,615675769,bread,13,27899
2024-05-05,371379922,bal,23,42483
2024-02-29,616083342,bread,18,73274
2024-04-16,1373384796,buter,7,31210
2024-04-26,105959947,beer,19,50337
2024-03-09,1925006574,buter,25,75705
2024-04-18,763444036,boots,25,21352
2024-06-10,1510772655,bal,6,2492
2024-07-13,580695828,bal,35,39728
2024-02-02,680113251,boots,5,53860
2024-04-14,937616189,bread,39,1741
2024-03-16,722820691,buter,49,90613
2024-07-17,1431229379,boots,10,25971
2024-06-04,755244279,boots,44,76765
2024-03-31,1492408409,bread,39,70567
2024-03-28,1333674998,buter,11,65921
2024-03-30,1395192890,buter,42,11060
2024-05-14,391463251,bal,11,69980
2024-05-21,1203490385,boots,42,17740
2024-03-27,833048307,bal,32,76342
2024-02-06,8991114,beer,47,68108
2024-03-05,502835103,buter,34,13762
2024-02-04,121762202,bal,39,55251
2024-05-04,24270175,bread,37,47845
2024-03-19,75316590,buter,15,85774
2024-02-07,1647103880,buter,47,70394
2024-02-05,21815707,bread,30,36226
2024-07-04,494798611,buter,23,78972
2024-03-19,1507812078,boots,23,49847
2024-07-03,297568660,bread,23,91993
2024-07-08,32503733,beer,3,79136
2024-04-13,851091501,beer,23,19864
2024-07-08,1372253602,bread,24,8407
2024-01-17,791028718,buter,14,62741
2024-07-25,1511133974,buter,34,76346
2024-05-23,123976388,bread,20,87391
2024-01-21,607784518,bal,40,51382
2024-01-20,1479077620,boots,5,69865
2024-05-13,1587068383,beer,8,4322
2024-02-25,1583235299,boots,10,30952
2024-01-27,910529112,buter,1,26234
2024-04-13,1345052423,bread,8,56870
2024-02-17,735684688,buter,29,80550
2024-01-23,991014148,bread,48,37588
2024-07-18,801615007,boots,40,25470
2024-03-07,1727932414,beer,11,33698
2024-04-20,392212487,bal,35,67760
2024-02-28,1227978567,buter,36,62152
2024-03-23,388564769,boots,32,89526
2024-04-10,1717513541,beer,7,65329
2024-01-19,1087002980,bal,24,74951
2024-07-08,112326171,beer,41,18335
2024-05-16,1570353303,buter,8,70934
2024-04-28,1826333367,beer,45,38239
2024-02-17,784603906,bal,13,68102
2024-02-07,181780856,bal,18,31903
2024-06-06,799656655,bread,6,34199
2024-05-23,1735480282,bal,8,30087
2024-04-26,1029496054,beer,32,65513
2024-05-09,1236267232,bread,31,25263
2024-06-09,743680073,bal,4,96553
2024-01-07,474322093,bread,4,88825
2024-05-13,150170934,boots,32,49731
2024-01-26,1899113488,beer,45,4221
2024-01-18,348834285,beer,30,73943
2024-07-27,225966832,buter,9,58422
2024-06-26,500866476,beer,8,652
2024-01-29,55042077,buter,22,37249
2024-02-16,330635988,bal,15,68923
2024-03-16,1804214150,bal,50,38657
2024-05-30,1252694585,beer,20,87596
2024-01-21,970210303,bal,49,48536
2024-04-04,1849215738,buter,12,91651
2024-02-22,111930531,buter,22,22835
2024-01-18,868328386,bal,22,33617
2024-02-11,1079203179,boots,16,60878
2024-02-27,847958809,bread,23,71893
2024-05-24,122625709,buter,15,16519
2024-01-24,633476872,beer,15,91265
2024-02-20,878440633,boots,9,26152
2024-05-07,1179282748,bal,20,81129
2024-07-05,534757442,bread,29,23132
2024-06-23,1902313233,buter,15,44245
2024-01-11,1670343354,boots,16,47619
2024-06-10,1476246778,beer,45,75762
2024-02-05,1324719397,buter,6,22018
2024-02-12,1336251186,boots,15,19674
2024-03-21,920969396,bread,50,30560
2024-04-17,745237107,bal,22,89793
2024-06-05,962984869,buter,43,72322
2024-06-09,839312871,bread,42,93908
2024-06-01,1315698729,beer,12,56375
2024-05-06,496234396,bal,34,87357
2024-07-20,130461554,bread,21,62216
2024-05-12,820592064,buter,18,63374
2024-04-12,339675242,boots,15,61502
2024-05-21,1654839919,boots,45,29595
2024-04-15,83864921,buter,40,36687
2024-06-25,1544935994,bread,28,36526
2024-04-28,865022041,boots,12,24250
2024-01-27,1550438351,bread,20,3135
2024-05-27,1255596115,beer,35,21393
2024-01-28,1485125203,bread,22,48910
2024-02-18,1138719378,bal,50,8033
2024-01-17,1138042721,beer,16,49563
2024-05-14,666824713,bal,9,56517
2024-07-10,1559638976,boots,18,22383
2024-07-11,1105767238,bread,50,38188
2024-02-06,421861377,beer,8,26647
2024-02-02,636469774,buter,13,68109
2024-03-12,655519107,bal,15,75714
2024-03-12,449336897,beer,47,42299
2024-05-27,1814777573,bread,31,68759
2024-02-24,593053593,buter,30,94705
2024-01-08,185111771,bal,39,58569
2024-01-17,314169356,bal,29,19965
2024-06-23,1568065128,buter,12,9314
2024-04-09,827847389,beer,19,13862
2024-04-03,263870059,boots,10,29540
2024-01-21,1933903281,beer,14,59717
2024-02-10,1190264588,buter,31,26710
2024-01-21,1226303375,boots,9,21951
2024-07-07,1812528820,buter,26,73809
2024-02-10,1253346271,bread,15,49189
2024-07-04,1476669624,bal,8,60231
2024-05-18,1594549183,bal,11,54734
2024-01-21,622914301,beer,20,1665
2024-04-20,235537440,buter,45,78392
2024-02-04,231340285,bal,32,88103
2024-02-14,1489249849,buter,39,88840
2024-05-13,1855278294,boots,15,306
2024-05-20,205491300,boots,3,32564
2024-04-06,1357715272,beer,11,10554
2024-03-24,1873876987,bal,21,95731
2024-05-03,22023600,bal,45,30955
2024-05-29,1269936462,beer,18,28207
2024-06-19,1302611095,bal,11,70045
2024-01-25,15008193,bread,2,65438
2024-01-21,1585656625,buter,39,8252
2024-01-30,1977937017,buter,39,79094
2024-03-02,1122448899,boots,38,35120
2024-02-16,1515019550,beer,32,13558
2024-02-15,1285805870,bread,4,43171
2024-02-29,169110731,boots,44,44743
2024-02-08,99727618,buter,1,71587
2024-01-05,1570343376,bal,34,34034
2024-07-10,822611450,beer,34,37170
2024-01-08,1752728349,buter,45,56690
2024-04-15,897617434,beer,22,52262
2024-03-24,208142058,buter,12,10489
2024-04-18,1984152598,bal,25,24058
2024-03-14,945190962,beer,18,20651
2024-04-14,836728299,boots,7,55877
2024-05-01,965418845,beer,9,4770
2024-05-18,961229325,buter,26,25577
2024-06-07,998787617,bal,50,22556
2024-06-27,1047265932,beer,42,39073
2024-06-18,489910103,buter,14,23097
2024-07-27,1289894931,bread,34,62303
2024-01-12,1956340881,bread,21,81030
2024-05-14,1955544090,bread,12,77904
2024-02-09,394244092,buter,50,9248
2024-03-07,322635150,boots,30,51841
2024-02-01,1008998008,beer,4,76294
2024-01-10,1090914095,boots,41,29354
2024-06-11,37295847,bread,31,40111
2024-05-25,1234278063,bread,9,5801
2024-03-05,1709788141,boots,37,410
2024-04-07,36986379,boots,25,71054
2024-04-25,1799660031,buter,5,50597
2024-06-23,1721679495,buter,14,96792
